Time;ID;x;y;z;radius;volume_total;radius_nuclear;contact_ECM;freezer;polarized_fraction;motility;cell_line;Cell_cell;phase;Cycle;NFkB
800;0;-70.2836;-5.5701;-96.9119;8.7145;2772.14;5.34363;0;0;0.1;0.01;0;1.97578;0;0;-1
800;1;-55.7954;-35.3538;-105.432;10.0781;4287.7;6.15055;0;0;0.1;0.01;0;2.53219;0;0;-1
800;2;-49.8107;-12.769;-115.903;8.90201;2954.97;5.48285;0;0;0.1;0.01;0;1.37234;0;0;-1
800;3;-41.6575;-1.1111;-108.293;9.31254;3382.93;5.73618;0;0;0.1;0.01;0;4.59335;0;0;-1
800;4;-46.2632;36.1605;-107.363;10.1804;4419.59;6.20289;0;0;0.1;0.01;0;2.80206;0;0;-1
800;5;-13.9192;-36.6416;-111.463;9.7633;3898.33;5.97645;0;0;0.1;0.01;0;3.10852;0;0;-1
800;6;-19.8796;-24.2846;-101.709;9.35832;3433.07;5.75769;0;0;0.1;0.01;0;5.79674;0;0;-1
800;7;-30.4487;-12.3824;-105.999;9.36403;3439.36;5.75975;0;0;0.1;0.01;0;5.04692;0;0;-1
800;8;-27.0562;4.9456;-111.867;9.44512;3529.48;5.82147;0;0;0.1;0.01;0;3.81124;0;0;-1
800;9;-24.5388;38.7144;-98.209;9.70005;3823.06;5.96283;0;0;0.1;0.01;0;5.96086;0;0;-1
800;10;3.53023;-60.6909;-94.7309;8.59078;2655.75;5.26813;0;0;0.1;0.01;0;4.66306;0;0;-1
800;11;-5.24726;-30.6828;-99.3963;9.50627;3598.48;5.84705;0;0;0.1;0.01;0;7.00358;0;0;-1
800;12;-14.77;-11.6663;-112.282;9.555;3654.11;5.87172;0;0;0.1;0.01;0;3.9617;0;0;-1
800;13;-0.740366;-4.06108;-114.367;8.21641;2323.46;4.97533;0;0;0.1;0.01;0;3.34866;1;0;-1
800;14;-21.8006;30.818;-111.31;8.22785;2333.18;4.98745;0;0;0.1;0.01;0;2.69307;1;0;-1
800;15;-11.2531;43.2106;-107.894;10.0453;4246;6.13041;0;0;0.1;0.01;0;3.63054;0;0;-1
800;16;9.51573;-49.6823;-113.009;10.2009;4446.34;6.20972;0;0;0.1;0.01;0;2.47216;0;0;-1
800;17;15.9336;-19.4823;-119.027;10.2767;4546.15;6.25034;0;0;0.1;0.01;0;2.46497;0;0;-1
800;18;-0.0918281;-19.4323;-112.119;9.30218;3371.65;5.7208;0;0;0.1;0.01;0;4.40833;0;0;-1
