Time;ID;x;y;z;radius;volume_total;radius_nuclear;contact_ECM;freezer;polarized_fraction;motility;cell_line;Cell_cell;phase;Cycle;NFkB
400;0;-52.3426;-4.67135;-87.7353;9.87167;4029.59;6.03671;0;0;0.1;0.01;0;3.27968;0;0;-1
400;1;-47.9652;-32.0839;-83.2157;8.4831;2557.13;5.17871;0;0;0.1;0.01;0;4.45324;0;0;-1
400;2;-37.2464;-11.6683;-92.5844;9.90178;4066.57;6.06828;0;0;0.1;0.01;0;3.29894;0;0;-1
400;3;-39.1123;5.74723;-85.0583;10.1439;4372.2;6.18177;0;0;0.1;0.01;0;4.85429;0;0;-1
400;4;-37.4026;29.4375;-91.4908;8.80151;2856.01;5.39949;0;0;0.1;0.01;0;2.0201;0;0;-1
400;5;-26.0707;-41.0633;-85.382;10.2493;4509.94;6.22748;0;0;0.1;0.01;0;5.95135;0;0;-1
400;6;-18.2537;-25.7829;-89.4917;10.1123;4331.47;6.16391;0;0;0.1;0.01;0;4.89192;0;0;-1
400;7;-14.2406;-8.78797;-90.4061;10.0937;4307.69;6.16613;0;0;0.1;0.01;0;5.00657;0;0;-1
400;8;-22.3624;6.85362;-88.1178;10.1604;4393.56;6.17772;0;0;0.1;0.01;0;4.44752;0;0;-1
400;9;-18.0313;27.8444;-89.0863;10.1831;4423.16;6.19191;0;0;0.1;0.01;0;4.34403;0;0;-1
400;10;-0.826616;-54.8258;-88.8946;9.75023;3882.69;5.9968;0;0;0.1;0.01;0;3.10171;0;0;-1
400;11;-7.61659;-39.5529;-87.1526;10.2207;4472.31;6.21377;0;0;0.1;0.01;0;6.35531;0;0;-1
400;12;-2.74702;-22.0752;-94.5968;10.1569;4389.08;6.18885;0;0;0.1;0.01;0;5.11446;0;0;-1
400;13;8.33023;-0.831384;-96.9459;9.46816;3555.38;5.79961;0;0;0.1;0.01;0;3.15791;0;0;-1
400;14;-5.66097;16.5108;-78.9365;1.82608;25.5064;1.797;0;0;2.25676e-20;0.01;0;6.21727;100;0;-1
400;15;-4.94453;45.8062;-102.267;8.21151;2319.31;4.96505;0;0;0.1;0.01;0;1.46216;1;0;-1
400;16;8.31328;-34.2575;-93.3694;9.00654;3060.29;5.52907;0;0;0.1;0.01;0;5.05991;0;0;-1
400;17;11.0494;-22.191;-103.757;9.09849;3154.98;5.60253;0;0;0.1;0.01;0;2.65253;0;0;-1
400;18;19.8672;-6.4555;-83.9146;9.82075;3967.55;5.99156;0;0;0.1;0.01;0;6.38051;100;0;-1
400;19;6.92417;16.8124;-93.6278;10.1309;4355.41;6.1629;0;0;0.1;0.01;0;4.55875;0;0;-1
400;20;9.30434;34.3554;-93.5221;10.1122;4331.34;6.17319;0;0;0.1;0.01;0;5.22549;0;0;-1
400;21;16.0752;50.3624;-96.5635;9.78101;3919.59;6.01488;0;0;0.1;0.01;0;3.17011;0;0;-1
400;22;25.3863;-51.8581;-92.7177;8.15443;2271.27;4.9399;0;0;0.1;0.01;0;1.58233;1;0;-1
400;23;34.6604;-35.7817;-105.066;8.9231;2976.02;5.48442;0;0;0.1;0.01;0;1.99506;0;0;-1
400;24;32.101;-19.3768;-85.8279;10.0386;4237.54;6.12534;0;0;0.1;0.01;0;6.74383;0;0;-1
