simulated time	num cells	num division	num death	wall time	oxygen	tnf
0	1137	1137	0	0.0675816	18999	164.676
40	1227	90	0	119.06	3.72763e-06	4.37923
80	1243	16	0	99.8011	7.09793e-16	0.0179349
120	1259	16	0	100.605	1.28365e-25	7.34507e-05
160	1297	38	0	100.652	2.16312e-35	3.00805e-07
200	1332	35	0	100.989	3.35552e-45	1.23188e-09
240	1381	49	0	101.383	4.78852e-55	5.04476e-12
280	1427	46	0	101.363	6.21855e-65	2.06589e-14
320	1490	63	0	102.327	7.35971e-75	8.45991e-17
360	1552	62	0	102.531	7.89469e-85	3.46431e-19
400	1646	94	0	102.749	7.69461e-95	1.4186e-21
440	1741	99	4	102.043	6.83003e-105	5.80894e-24
480	1859	124	6	104.688	5.425e-115	2.37862e-26
520	2002	145	2	103.272	3.76994e-125	9.73967e-29
560	2123	123	2	120.519	2.25735e-135	269.634
600	2196	80	7	104.875	1.17972e-145	1.1102
640	2290	94	0	106.606	5.27556e-156	0.00454556
680	2382	95	3	106.941	1.98326e-166	1.86105e-05
720	2413	37	6	106.895	6.3741e-177	7.61931e-08
760	2442	35	6	106.923	1.73345e-187	3.1193e-10
800	2500	62	4	107.079	3.97574e-198	1.27697e-12
840	2568	78	10	107.293	7.6525e-209	5.22745e-15
880	2651	91	8	108.11	1.23082e-219	2.13985e-17
920	2730	83	4	109.47	1.66766e-230	8.75915e-20
960	2852	123	1	111.699	1.89692e-241	3.58531e-22
1000	2977	131	6	111.649	1.81066e-252	1.46749e-24
1040	3143	179	13	112.879	1.4391e-263	6.00636e-27
1080	3317	182	8	114.562	9.41951e-275	2.45828e-29
1120	3538	224	3	132.879	5.04114e-286	68.5809
1160	3795	263	6	118.687	2.11296e-297	0.280667
1200	4017	228	6	118.361	0	0.00114858
1240	4180	173	10	118.106	0	4.70012e-06
1280	4364	193	9	122.763	0	1.92324e-08
1320	4518	160	6	120.496	0	7.86919e-11
1360	4597	84	5	121.487	0	3.21957e-13
1400	4668	77	6	122.836	0	1.31715e-15
1440	4769	104	3	122.515	0	5.38818e-18
1440.02	4774	6	1	0.940162	0	5.37338e-18
