simulated time	num cells	num division	num death	wall time	oxygen	tnf
0	1137	1137	0	0.0904393	18999	109.784
40	1228	91	0	119.507	3.71829e-06	2.91948
80	1242	14	0	102.464	7.04741e-16	0.0119566
120	1262	20	0	118.042	1.26216e-25	45.7282
160	1296	34	0	102.528	2.1041e-35	0.187272
200	1331	35	0	103.245	3.27171e-45	0.000766929
240	1373	42	0	118.279	4.71731e-55	2.91015
280	1425	52	0	103.335	6.24929e-65	0.0119174
320	1489	64	0	119.482	7.5345e-75	45.6017
360	1558	71	2	104.262	8.2421e-85	0.186739
400	1646	89	1	104.864	8.13893e-95	0.000764678
440	1740	95	1	120.233	7.20064e-105	2.9261
480	1859	121	2	106.382	5.69178e-115	0.0119817
520	1993	138	4	122.201	3.93273e-125	45.7262
560	2108	119	4	107.763	2.34717e-135	0.18723
600	2180	76	4	109.391	1.2146e-145	0.000766608
640	2289	114	5	123.836	5.40697e-156	2.92584
680	2376	91	4	111.194	2.01412e-166	0.011979
720	2413	42	5	125.375	6.40582e-177	45.7246
760	2448	36	1	110.566	1.75097e-187	0.187194
800	2506	67	9	111.213	4.00034e-198	0.000766332
840	2572	74	8	126.716	7.59243e-209	2.92545
880	2647	81	6	111.779	1.21132e-219	0.0119753
920	2733	87	1	129.146	1.62321e-230	45.7225
960	2858	131	6	114.033	1.82458e-241	0.187152
1000	2979	128	7	114.442	1.70596e-252	0.000766022
1040	3149	176	6	130.187	1.32393e-263	2.92507
1080	3331	187	5	117.872	8.45062e-275	0.0119717
1120	3544	225	12	133.258	4.35178e-286	45.7205
1160	3794	253	3	122.444	1.78504e-297	0.18711
1200	4021	231	4	121.362	0	0.000765709
1240	4167	151	5	136.485	0	2.92463
1280	4387	223	3	123.828	0	0.0119671
1320	4542	165	10	141.248	0	45.7176
1360	4621	82	3	128.427	0	0.187047
1400	4700	83	4	127.481	0	0.000765219
1440	4818	128	10	141.495	0	2.92392
1440.02	4824	6	0	0.969924	0	2.91589
